Iteration,Residual,A,n,E
56,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
57,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
58,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
59,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
60,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
61,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
62,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
63,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
64,0.0981920146951493,-5.394961726496907,-0.6021759339710324,9.066726196167291
65,0.08003277797296755,-6.37710776908685,-0.45716857809695455,9.115999059487702
66,0.08003277797296755,-6.37710776908685,-0.45716857809695455,9.115999059487702
67,0.08003277797296755,-6.37710776908685,-0.45716857809695455,9.115999059487702
68,0.08003277797296755,-6.37710776908685,-0.45716857809695455,9.115999059487702
69,0.08003277797296755,-6.37710776908685,-0.45716857809695455,9.115999059487702
70,0.08003277797296755,-6.37710776908685,-0.45716857809695455,9.115999059487702
71,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
72,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
73,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
74,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
75,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
76,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
77,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
78,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
79,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
80,0.07230620970380258,-7.634802087231747,-0.33227988679349535,9.187182158338725
