Iteration,Residual,A,n,E,Teq,k,w,C0,xf
26,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
27,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
28,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
29,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
30,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
31,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
32,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
33,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
34,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
35,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
36,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
37,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
38,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
39,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
40,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
41,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
42,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
43,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
44,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
45,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
46,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
47,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
48,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
49,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
50,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
51,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
52,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
53,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
54,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
55,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
56,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
57,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
58,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
59,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
60,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
61,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
62,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
63,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
64,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
65,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
66,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
67,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
68,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
69,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
70,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
71,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
72,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
73,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
74,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
75,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
76,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
77,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
78,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
79,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
80,0.3880396569473701,-7.744372502594999,-0.3730176660623743,9.20444234617735,793.206386017644,0.08264999967378212,-6.953404293860333,8.184280380312552,0.6585855746091162
